height	width	red	green	blue	type
94	99	0.7087030187328474	0.6412822654416733	0.34199790531493207 	 1
94	99	0.6483756208349677	0.5531685601966386	0.2841629369864189 	 1
94	99	0.6472366384412269	0.5533021621650569	0.2825794945129109 	 1
94	99	0.6479628128035707	0.5532301961319531	0.2836893894994881 	 1
94	99	0.6476532597771926	0.5540471913956418	0.28459971774969595 	 1
94	99	0.6484905327625725	0.5538208305944341	0.28596989081814317 	 1
94	99	0.6479735888902249	0.5545183581271632	0.2856463103305404 	 1
94	99	0.6493070400883905	0.5543994213991563	0.28732335727267694 	 1
95	99	0.6481409779101505	0.5547078418309359	0.2861025982678221 	 1
94	99	0.6498404074884271	0.5556650667350441	0.28839582148075205 	 1
94	99	0.6484459215953224	0.5555760221038719	0.28773315180394893 	 1
93	99	0.7098082392880082	0.6324730277467439	0.3223280063470482 	 1
94	99	0.6501639981988172	0.55576551588158	0.29067728191969866 	 1
94	99	0.6485593748501841	0.5561596113588054	0.2894183699016149 	 1
94	99	0.6499619899653502	0.556236446421855	0.29110298452124744 	 1
95	99	0.6496467666364039	0.5574184223982298	0.2899670245958953 	 1
94	99	0.6510246885907324	0.557286496525665	0.2918067608099317 	 1
95	99	0.65026970234976	0.558167848977112	0.29146051187394306 	 1
95	99	0.6517827564709527	0.5583083572660137	0.29300226675744184 	 1
94	99	0.6509771838923731	0.5589122913959693	0.29239962142479076 	 1
94	99	0.6522098915902236	0.5590753095131181	0.29416201595141933 	 1
93	99	0.6524612909657521	0.5609044899475323	0.29535655465696575 	 1
92	99	0.7111133117669063	0.6326533306925466	0.3229005743711632 	 1
94	99	0.6534279530441631	0.5610294452892632	0.29479832967245234 	 1
94	99	0.6526087901298154	0.5613787997070492	0.2941777395046136 	 1
94	99	0.6542172424525363	0.5619509106324523	0.29672451356021395 	 1
94	99	0.6542055924231682	0.5631536842557398	0.29657775486974686 	 1
95	99	0.6561777847868363	0.5637764811018242	0.2976018503916319 	 1
95	99	0.6552050365295712	0.5642402190985072	0.2966390688839608 	 1
94	99	0.6567095125373312	0.5639486064993224	0.29788140499985244 	 1
95	99	0.6565214985335618	0.5651380401643249	0.29740731664255604 	 1
95	99	0.6579174153849394	0.5652652771510969	0.29769777376702294 	 1
95	99	0.657526362710809	0.5661628870003741	0.29727853476607274 	 1
91	99	0.7147948591201182	0.6313846322842862	0.31830559674850384 	 1
95	99	0.6592638347746197	0.5664850539030903	0.29833855997972747 	 1
96	99	0.6583297251603055	0.5672759324550005	0.2974593307354495 	 1
96	99	0.6609569451959494	0.5680843059957223	0.2980175723377399 	 1
95	99	0.6597046563683961	0.5682857572234215	0.2958034417209139 	 1
95	99	0.6614366784487684	0.5686474831900765	0.29741716285922964 	 1
94	99	0.6612571250600745	0.5694914526128129	0.2977288409544299 	 1
95	99	0.6623996177665065	0.5694197454051912	0.2970295522145133 	 1
94	99	0.6616081704264684	0.570332037589971	0.2961629363744408 	 1
94	99	0.6633370834672662	0.5706048430301077	0.29762187935283446 	 1
94	99	0.6632086290548935	0.5716192843872382	0.2969442773701172 	 1
92	99	0.7129741207116389	0.6309013697580624	0.3177658113203423 	 1
94	99	0.6645371438335678	0.571712802768166	0.2974336793540953 	 1
94	99	0.664239816133143	0.5727084633146159	0.29630666517354876 	 1
94	99	0.6660645801807855	0.5733197757121086	0.29698663186521423 	 1
94	99	0.665809606856478	0.5741239403418106	0.29582430007226673 	 1
94	99	0.6681294613238684	0.5750067277896342	0.29604778995441144 	 1
94	99	0.6677419354838701	0.5758077804176697	0.2955469094658743 	 1
94	99	0.6695216153950388	0.576470588235294	0.29682006967307906 	 1
92	99	0.6697141273470514	0.5777681701655929	0.2974161989884299 	 1
92	99	0.6718689803758547	0.578501196792975	0.2972295804839885 	 1
93	99	0.6718966900919657	0.5796752993232691	0.29640269824744114 	 1
92	98	0.7134592311358734	0.6302866941691456	0.31736984260035433 	 1
92	99	0.6744086271192525	0.5809278963241855	0.2988696394954436 	 1
92	99	0.6745551271953453	0.5826102336635851	0.29876770440381967 	 1
92	99	0.6765845873233006	0.5828273945237009	0.29757073371984505 	 1
92	99	0.677451118611832	0.5849335025142159	0.29855007560616276 	 1
93	99	0.6788660785668797	0.5849126658265239	0.2984961448297361 	 1
92	99	0.6799426894470583	0.5872876785077127	0.29925346919696155 	 1
93	99	0.6833654840101251	0.588283587961267	0.29913966416786775 	 1
92	99	0.6839317617144327	0.5899243551072073	0.29965127455135243 	 1
93	99	0.6862223887201288	0.5910829512477837	0.3008016331272926 	 1
93	99	0.687226214851493	0.5931373908598241	0.3006436245278869 	 1
93	99	0.7127658605456112	0.6295250878053094	0.3138567628171645 	 1
93	99	0.689879172996607	0.5942341724248708	0.301951527625769 	 1
94	99	0.6906030437168069	0.5964832659496828	0.30198422210503373 	 1
94	99	0.6932845069521619	0.598480838577105	0.3038600026118922 	 1
94	99	0.6947511929107015	0.6002117165884752	0.3037721373484642 	 1
94	99	0.6976861038212883	0.6022957605240136	0.30728519917216135 	 1
94	99	0.6992540785062312	0.6050385793804841	0.3074233893175491 	 1
94	99	0.7014037737465916	0.6059567995458218	0.3085501122054947 	 1
94	99	0.7030367787650424	0.6083990766478666	0.309769108408182 	 1
94	99	0.7060908956884181	0.6108243871711356	0.31183091418385595 	 1
95	99	0.7061299147725022	0.6117620778374344	0.31084147370246923 	 1
93	99	0.7133257784600375	0.6289164114887652	0.31369655663877843 	 1
95	99	0.7088978095268188	0.6130006005626323	0.3126197174194778 	 1
95	99	0.7100916510923148	0.6153077386043269	0.31265165193702726 	 1
95	99	0.7127174182391417	0.6171177155992807	0.3156778387612111 	 1
95	99	0.7129772927078453	0.6186748403414141	0.31499589468209555 	 1
95	99	0.7150715978160076	0.6196701825011293	0.3168054774112264 	 1
96	99	0.7150863503711776	0.6206167478176953	0.316367736724905 	 1
95	99	0.7169805450753645	0.6220598122266249	0.31862995568000013 	 1
95	99	0.7166380834209268	0.6229256071634616	0.3183119815170463 	 1
95	99	0.7180627914074912	0.6232447138812578	0.3195615336848646 	 1
95	99	0.7180681491787679	0.6242345668276715	0.31874115591674174 	 1
92	99	0.7127784149871641	0.628640559287782	0.31288928942050415 	 1
95	99	0.7194229631507765	0.6245964334009462	0.31839344574036565 	 1
95	99	0.7185310600366565	0.6246839933014225	0.3182235584213517 	 1
95	99	0.719504616243488	0.6250483217729745	0.31933134252895423 	 1
95	99	0.718524785905758	0.6254477594237047	0.31853427484718916 	 1
94	99	0.7199672932756914	0.6254302877220251	0.3195759999568232 	 1
94	99	0.7193641953822939	0.6261839041382341	0.3185968263733185 	 1
94	99	0.7201435338331668	0.6259455466498433	0.3188958355238154 	 1
94	99	0.7195247203010705	0.626316313327361	0.3181436437930918 	 1
95	99	0.7199505529911491	0.6258497389566151	0.31784537289094117 	 1
95	99	0.7194412302589972	0.6263369043589601	0.3164574166345254 	 1
92	99	0.7147591200222774	0.62836885241426	0.3114622067150456 	 1
95	99	0.7202806510097353	0.6261179404952782	0.31703870217247837 	 1
94	99	0.7195671829441184	0.6265072359093702	0.31689966027338684 	 1
95	99	0.7208170544825018	0.6262909324839556	0.31575060539019584 	 1
95	99	0.7192960188870428	0.6253251433764763	0.3138988999968665 	 1
94	99	0.7198644791249831	0.6251935440842998	0.3146511938108581 	 1
94	99	0.7189656136873988	0.6253407598605257	0.31299029596895167 	 1
93	99	0.7194589778277618	0.6248311682666966	0.31416719638811524 	 1
94	99	0.7188869002638236	0.6249903883121871	0.3117867133330687 	 1
93	99	0.7189778321464924	0.6242725708931137	0.31274631323401175 	 1
93	99	0.7175678188801288	0.624059295195741	0.3109887473889902 	 1
92	99	0.7143811760341907	0.6276397219062892	0.30960263365326723 	 1
94	99	0.7074258305676473	0.6396826028476601	0.3412719762509255 	 1
93	99	0.7184485747691807	0.6236261742531142	0.310933354836109 	 1
93	99	0.716960569785901	0.6231679323808295	0.3086535161110401 	 1
93	99	0.7177026839104432	0.622748521121487	0.3089518949969521 	 1
93	99	0.716503756792355	0.6226895327072896	0.3067595599567001 	 1
92	99	0.7184441874229611	0.6236065182096098	0.30824115855148543 	 1
92	99	0.7168921189260664	0.6228937014275026	0.30646007435589 	 1
92	99	0.7178226595129646	0.6227810826728043	0.3074265583885805 	 1
92	99	0.716723892200052	0.6232557009587969	0.30539269672626823 	 1
92	99	0.7174503336243788	0.6231181752525083	0.3059842188662167 	 1
92	99	0.7166151237433885	0.6233248549934722	0.30475944392856735 	 1
92	99	0.7155067814549296	0.6272136567481752	0.30986338887252224 	 1
91	99	0.7172245921794158	0.623015630715745	0.30570082430503487 	 1
91	99	0.7168095861786808	0.6235744430806908	0.30461268949534787 	 1
92	99	0.717529572704594	0.623216115447547	0.3042026769668201 	 1
91	99	0.7168086015848479	0.6238516423897674	0.3033127281096905 	 1
92	99	0.7174544579086745	0.6235743519781716	0.3037830029692646 	 1
92	99	0.7166781629477529	0.6240368522647669	0.3031029264719255 	 1
92	99	0.7186087309992184	0.6244424119893455	0.3027197458361418 	 1
91	99	0.7175934660574587	0.6246499380675429	0.30206086060138787 	 1
91	99	0.7186672998820907	0.6250840648063231	0.30419013930739386 	 1
91	99	0.7179211645671911	0.6255087610092765	0.302975303181702 	 1
92	99	0.7148213910685979	0.6273795204547253	0.30715553991801264 	 1
91	99	0.7189476905589435	0.6255262640173123	0.3034980435875583 	 1
90	99	0.718260869565217	0.626098696071443	0.3020597319469491 	 1
91	99	0.7192587972689068	0.6259037990196071	0.30335423231792785 	 1
92	99	0.718708214327738	0.6265631184279482	0.3022357006086674 	 1
92	99	0.7195334980691668	0.6264556122503546	0.30332306408651905 	 1
92	99	0.7190142013671417	0.6268391386038438	0.3025672731555091 	 1
92	99	0.719663697562982	0.6267946240783348	0.3034306376223659 	 1
92	99	0.7190825231416427	0.6272829208112886	0.30311044030004575 	 1
92	99	0.720014484590005	0.6273313484080363	0.3025052976046786 	 1
92	99	0.7186571191532888	0.6270605955650781	0.301077451383128 	 1
92	99	0.7155554101507118	0.6264864010120176	0.30768010207420066 	 1
92	99	0.7197255170010582	0.6274729604760562	0.3036323428893093 	 1
92	99	0.7188798888897823	0.6279319932540224	0.3030300592820205 	 1
92	99	0.7191157047598371	0.6270319796179165	0.30363839483053834 	 1
92	99	0.7180368597466281	0.6273224745933323	0.30302791788479483 	 1
92	99	0.7184333006625203	0.6270085854609528	0.3032081666318541 	 1
91	99	0.7173882473318608	0.6272687727246612	0.3025730677369322 	 1
91	98	0.7178403447388443	0.6265217843630047	0.30315499559220555 	 1
91	99	0.716473322941449	0.6267645691470448	0.3027489266278344 	 1
93	99	0.7168167200044019	0.62617873776967	0.30289229446624305 	 1
92	99	0.7163172239295377	0.6268577435066237	0.30269203302655195 	 1
93	99	0.7141411796723037	0.6258213068871583	0.3057820325027554 	 1
93	99	0.7174034374762076	0.6268398268398265	0.30212879903601597 	 1
92	99	0.7166360419491755	0.6274932398276456	0.30322428794188566 	 1
92	99	0.7171608785513098	0.6271099045844442	0.3044082843404978 	 1
92	99	0.7167237066910876	0.6278869482783549	0.30428416108317197 	 1
92	99	0.7174013585778278	0.6279959103488517	0.3049396990573466 	 1
91	98	0.7169589583487774	0.62867286671005	0.30341881045934754 	 1
92	99	0.7179181968515768	0.6290112320941516	0.30511564976483524 	 1
92	99	0.7180551980091807	0.6296193203758523	0.3048397477152793 	 1
92	99	0.718839387708475	0.6298523028128311	0.30624628741146953 	 1
92	99	0.7186782561821968	0.6307688161175119	0.30569692069267623 	 1
92	99	0.7163232972208107	0.6252940630138932	0.30493118952791537 	 1
92	99	0.7198315169938224	0.6312992486714311	0.30748525908439306 	 1
92	99	0.7200611601037991	0.6327120414338168	0.30757933046914593 	 1
93	99	0.721509314056479	0.6329078126861809	0.3066391283049349 	 1
93	99	0.72088631586202	0.6330695804075306	0.3056358301060054 	 1
93	99	0.7223853332802309	0.6345029006863403	0.3075566529929513 	 1
93	99	0.7225031447544426	0.635461128707552	0.30741045095645786 	 1
93	99	0.7240131447441005	0.6364886582606392	0.30889349079308276 	 1
92	99	0.7248290741299986	0.6381747592890349	0.31029799459675683 	 1
92	99	0.725839470149599	0.6387634281168347	0.312046686119217 	 1
91	99	0.7257915186713364	0.6396898181947437	0.31086374586091636 	 1
93	99	0.7153598781025695	0.6247494553376904	0.303714396460698 	 1
93	99	0.7266091117065067	0.640039585797388	0.31165286795883773 	 1
92	99	0.727012441747999	0.6412116416073146	0.31157401301327753 	 1
92	99	0.7284488820137809	0.6416852101549373	0.31273999685656906 	 1
93	99	0.7275432175905255	0.6422121780150875	0.31105412781749525 	 1
93	99	0.7291112322643809	0.6432446654135435	0.3119716609842171 	 1
93	99	0.7289522908442352	0.6436782921709997	0.31084303937881347 	 1
93	99	0.7300160041806839	0.6443560766894206	0.3128381835799288 	 1
93	99	0.7300251396571967	0.6450536430713416	0.31229119512786396 	 1
93	99	0.7303580870769214	0.6446924724852406	0.31300266562004353 	 1
93	99	0.7301657235356898	0.6452195133935514	0.3117660707607566 	 1
92	99	0.7165518410375857	0.6249450477346543	0.30593703181216775 	 1
93	99	0.7305243552774525	0.6446495720910218	0.31302733008215156 	 1
93	99	0.7296140873259321	0.6450366880168832	0.31218434808216206 	 1
93	99	0.7301468887818755	0.6451766664762193	0.31372603432936996 	 1
93	99	0.7296992633861491	0.6456137501252047	0.314020568879216 	 1
93	99	0.7306940140911885	0.6456285597330312	0.31456694941214475 	 1
92	99	0.7299715936593277	0.6459375060505225	0.3139008516370301 	 1
92	99	0.7309852404013016	0.6461729170454358	0.3152025519395738 	 1
92	99	0.7297947454167312	0.6459631800036811	0.3143441936113107 	 1
92	99	0.7307617051013272	0.6462487496745724	0.3158679656348919 	 1
93	99	0.7296060984284193	0.6454391968971022	0.3133008549073298 	 1
92	99	0.7161117715378826	0.6249444558311127	0.3054992143198747 	 1
92	99	0.7303562320032901	0.6453750171397223	0.31483395036336265 	 1
93	99	0.7290852349675873	0.6448582272111675	0.31359755477402584 	 1
92	99	0.7301762819198243	0.6449621432731499	0.31455125628552966 	 1
92	99	0.7291389171396389	0.6446923219929351	0.3137900112638481 	 1
92	99	0.7299275017892358	0.6448576532870043	0.31483126546801554 	 1
92	99	0.7292114284466565	0.6447459496047863	0.3142975675793708 	 1
91	99	0.7302593097526222	0.6446104220160973	0.31595141113462355 	 1
92	99	0.7293506436807948	0.6447984370480725	0.3145811845472957 	 1
92	99	0.7307353282301086	0.6452156589845399	0.31636606765183517 	 1
93	99	0.729722304623089	0.6450876166194975	0.31468223107697507 	 1
92	99	0.7171794892828134	0.6248156381503934	0.30671194708534677 	 1
93	99	0.7303521708778988	0.6447238559862629	0.3159352842214507 	 1
93	99	0.7296108943167756	0.6445766622237207	0.3148806560571272 	 1
93	99	0.7304401798923952	0.644758533786007	0.31649022550758654 	 1
